Calculation1,School,City,County/State/Country,Measure Names,Measure Values
ANIMO VENICE CHARTER HS054069,ANIMO VENICE CHARTER HS,Venice,Los Angeles,Enrl GPA,
ANIMO VENICE CHARTER HS054069,ANIMO VENICE CHARTER HS,Venice,Los Angeles,Adm GPA,
ANIMO VENICE CHARTER HS054069,ANIMO VENICE CHARTER HS,Venice,Los Angeles,App GPA,3.492105263
ANIMO WATTS COLLGE PREP ACDMY054283,ANIMO WATTS COLLGE PREP ACDMY,Los Angeles,Los Angeles,Enrl GPA,
ANIMO WATTS COLLGE PREP ACDMY054283,ANIMO WATTS COLLGE PREP ACDMY,Los Angeles,Los Angeles,Adm GPA,
ANIMO WATTS COLLGE PREP ACDMY054283,ANIMO WATTS COLLGE PREP ACDMY,Los Angeles,Los Angeles,App GPA,3.838823529
ANN SOBRATO HIGH SCHOOL053906,ANN SOBRATO HIGH SCHOOL,Morgan Hill,Santa Clara,Enrl GPA,
ANN SOBRATO HIGH SCHOOL053906,ANN SOBRATO HIGH SCHOOL,Morgan Hill,Santa Clara,Adm GPA,4.298
ANN SOBRATO HIGH SCHOOL053906,ANN SOBRATO HIGH SCHOOL,Morgan Hill,Santa Clara,App GPA,4.071351351
ANTELOPE HIGH SCHOOL054250,ANTELOPE HIGH SCHOOL,Antelope,Sacramento,Enrl GPA,
ANTELOPE HIGH SCHOOL054250,ANTELOPE HIGH SCHOOL,Antelope,Sacramento,Adm GPA,
ANTELOPE HIGH SCHOOL054250,ANTELOPE HIGH SCHOOL,Antelope,Sacramento,App GPA,4.063720930
ANTELOPE VALLEY HIGH SCHOOL051355,ANTELOPE VALLEY HIGH SCHOOL,Lancaster,Los Angeles,Enrl GPA,
ANTELOPE VALLEY HIGH SCHOOL051355,ANTELOPE VALLEY HIGH SCHOOL,Lancaster,Los Angeles,Adm GPA,
ANTELOPE VALLEY HIGH SCHOOL051355,ANTELOPE VALLEY HIGH SCHOOL,Lancaster,Los Angeles,App GPA,3.812222222
ANTIOCH HIGH SCHOOL050115,ANTIOCH HIGH SCHOOL,Antioch,Contra Costa,Enrl GPA,4.085714286
ANTIOCH HIGH SCHOOL050115,ANTIOCH HIGH SCHOOL,Antioch,Contra Costa,Adm GPA,4.089090909
ANTIOCH HIGH SCHOOL050115,ANTIOCH HIGH SCHOOL,Antioch,Contra Costa,App GPA,3.93775
APEX ACADEMY HIGH SCHOOL054291,APEX ACADEMY HIGH SCHOOL,Los Angeles,Los Angeles,Enrl GPA,
APEX ACADEMY HIGH SCHOOL054291,APEX ACADEMY HIGH SCHOOL,Los Angeles,Los Angeles,Adm GPA,
APEX ACADEMY HIGH SCHOOL054291,APEX ACADEMY HIGH SCHOOL,Los Angeles,Los Angeles,App GPA,3.848
APPLE VALLEY HIGH SCHOOL050118,APPLE VALLEY HIGH SCHOOL,Apple Valley,San Bernardino,Enrl GPA,
APPLE VALLEY HIGH SCHOOL050118,APPLE VALLEY HIGH SCHOOL,Apple Valley,San Bernardino,Adm GPA,
APPLE VALLEY HIGH SCHOOL050118,APPLE VALLEY HIGH SCHOOL,Apple Valley,San Bernardino,App GPA,4.083076923
APPLIED TECHNOLOGY CENTER054607,APPLIED TECHNOLOGY CENTER,Montebello,Los Angeles,Enrl GPA,
APPLIED TECHNOLOGY CENTER054607,APPLIED TECHNOLOGY CENTER,Montebello,Los Angeles,Adm GPA,
APPLIED TECHNOLOGY CENTER054607,APPLIED TECHNOLOGY CENTER,Montebello,Los Angeles,App GPA,3.926666667
APTOS HIGH SCHOOL050119,APTOS HIGH SCHOOL,Aptos,Santa Cruz,Enrl GPA,4.145
APTOS HIGH SCHOOL050119,APTOS HIGH SCHOOL,Aptos,Santa Cruz,Adm GPA,4.221538462
APTOS HIGH SCHOOL050119,APTOS HIGH SCHOOL,Aptos,Santa Cruz,App GPA,3.952962963
ARAGON HIGH SCHOOL053163,ARAGON HIGH SCHOOL,San Mateo,San Mateo,Enrl GPA,4.191538462
ARAGON HIGH SCHOOL053163,ARAGON HIGH SCHOOL,San Mateo,San Mateo,Adm GPA,4.210869565
ARAGON HIGH SCHOOL053163,ARAGON HIGH SCHOOL,San Mateo,San Mateo,App GPA,4.012628866
ARCADIA HIGH SCHOOL050130,ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,Enrl GPA,4.2136
ARCADIA HIGH SCHOOL050130,ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,Adm GPA,4.247045455
ARCADIA HIGH SCHOOL050130,ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,App GPA,3.998481013
ARCATA HIGH SCHOOL050135,ARCATA HIGH SCHOOL,Arcata,Humboldt,Enrl GPA,
ARCATA HIGH SCHOOL050135,ARCATA HIGH SCHOOL,Arcata,Humboldt,Adm GPA,4.288333333
ARCATA HIGH SCHOOL050135,ARCATA HIGH SCHOOL,Arcata,Humboldt,App GPA,4.121379310
ARCHIE WILLIAMS HIGH SCHOOL052770,ARCHIE WILLIAMS HIGH SCHOOL,San Anselmo,Marin,Enrl GPA,
ARCHIE WILLIAMS HIGH SCHOOL052770,ARCHIE WILLIAMS HIGH SCHOOL,San Anselmo,Marin,Adm GPA,
ARCHIE WILLIAMS HIGH SCHOOL052770,ARCHIE WILLIAMS HIGH SCHOOL,San Anselmo,Marin,App GPA,4.034303797
ARISE HIGH SCHOOL054258,ARISE HIGH SCHOOL,Oakland,Alameda,Enrl GPA,
ARISE HIGH SCHOOL054258,ARISE HIGH SCHOOL,Oakland,Alameda,Adm GPA,
ARISE HIGH SCHOOL054258,ARISE HIGH SCHOOL,Oakland,Alameda,App GPA,3.427647059
ARLETA HIGH SCHOOL050068,ARLETA HIGH SCHOOL,Arleta,Los Angeles,Enrl GPA,
ARLETA HIGH SCHOOL050068,ARLETA HIGH SCHOOL,Arleta,Los Angeles,Adm GPA,
ARLETA HIGH SCHOOL050068,ARLETA HIGH SCHOOL,Arleta,Los Angeles,App GPA,3.770434783
ARLINGTON HIGH SCHOOL052658,ARLINGTON HIGH SCHOOL,Riverside,Riverside,Enrl GPA,
ARLINGTON HIGH SCHOOL052658,ARLINGTON HIGH SCHOOL,Riverside,Riverside,Adm GPA,4.22
ARLINGTON HIGH SCHOOL052658,ARLINGTON HIGH SCHOOL,Riverside,Riverside,App GPA,3.993684211
ARMIJO HIGH SCHOOL050910,ARMIJO HIGH SCHOOL,Fairfield,Solano,Enrl GPA,
ARMIJO HIGH SCHOOL050910,ARMIJO HIGH SCHOOL,Fairfield,Solano,Adm GPA,
ARMIJO HIGH SCHOOL050910,ARMIJO HIGH SCHOOL,Fairfield,Solano,App GPA,3.837857143
ARNOLD O BECKMAN HIGH SCHOOL051267,ARNOLD O BECKMAN HIGH SCHOOL,Irvine,Orange,Enrl GPA,4.284166667
ARNOLD O BECKMAN HIGH SCHOOL051267,ARNOLD O BECKMAN HIGH SCHOOL,Irvine,Orange,Adm GPA,4.271875
ARNOLD O BECKMAN HIGH SCHOOL051267,ARNOLD O BECKMAN HIGH SCHOOL,Irvine,Orange,App GPA,4.021985019
ARROYO GRANDE HIGH SCHOOL050150,ARROYO GRANDE HIGH SCHOOL,Arroyo Grande,San Luis Obispo,Enrl GPA,4.246
ARROYO GRANDE HIGH SCHOOL050150,ARROYO GRANDE HIGH SCHOOL,Arroyo Grande,San Luis Obispo,Adm GPA,4.255714286
ARROYO GRANDE HIGH SCHOOL050150,ARROYO GRANDE HIGH SCHOOL,Arroyo Grande,San Luis Obispo,App GPA,4.149259259
ARROYO HIGH SCHOOL050830,ARROYO HIGH SCHOOL,El Monte,Los Angeles,Enrl GPA,4.184
ARROYO HIGH SCHOOL050830,ARROYO HIGH SCHOOL,El Monte,Los Angeles,Adm GPA,4.195
ARROYO HIGH SCHOOL050830,ARROYO HIGH SCHOOL,El Monte,Los Angeles,App GPA,3.962692308
ARROYO HIGH SCHOOL053125,ARROYO HIGH SCHOOL,San Lorenzo,Alameda,Enrl GPA,4.358
ARROYO HIGH SCHOOL053125,ARROYO HIGH SCHOOL,San Lorenzo,Alameda,Adm GPA,4.327142857
ARROYO HIGH SCHOOL053125,ARROYO HIGH SCHOOL,San Lorenzo,Alameda,App GPA,4.019594595
ARROYO VALLEY HIGH SCHOOL052948,ARROYO VALLEY HIGH SCHOOL,San Bernardino,San Bernardino,Enrl GPA,
ARROYO VALLEY HIGH SCHOOL052948,ARROYO VALLEY HIGH SCHOOL,San Bernardino,San Bernardino,Adm GPA,
ARROYO VALLEY HIGH SCHOOL052948,ARROYO VALLEY HIGH SCHOOL,San Bernardino,San Bernardino,App GPA,3.677619048
ARTESIA HIGH SCHOOL050155,ARTESIA HIGH SCHOOL,Lakewood,Los Angeles,Enrl GPA,
ARTESIA HIGH SCHOOL050155,ARTESIA HIGH SCHOOL,Lakewood,Los Angeles,Adm GPA,
ARTESIA HIGH SCHOOL050155,ARTESIA HIGH SCHOOL,Lakewood,Los Angeles,App GPA,3.754
ARVIN HIGH SCHOOL050160,ARVIN HIGH SCHOOL,Arvin,Kern,Enrl GPA,4.168
ARVIN HIGH SCHOOL050160,ARVIN HIGH SCHOOL,Arvin,Kern,Adm GPA,4.181111111
ARVIN HIGH SCHOOL050160,ARVIN HIGH SCHOOL,Arvin,Kern,App GPA,3.813333333
ASPIRE ALEXANDER TWILIGHT SCND054516,ASPIRE ALEXANDER TWILIGHT SCND,Sacramento,Sacramento,Enrl GPA,
ASPIRE ALEXANDER TWILIGHT SCND054516,ASPIRE ALEXANDER TWILIGHT SCND,Sacramento,Sacramento,Adm GPA,
ASPIRE ALEXANDER TWILIGHT SCND054516,ASPIRE ALEXANDER TWILIGHT SCND,Sacramento,Sacramento,App GPA,3.636818182
ASPIRE BENJAMIN HOLT COLG PREP053843,ASPIRE BENJAMIN HOLT COLG PREP,Stockton,San Joaquin,Enrl GPA,
ASPIRE BENJAMIN HOLT COLG PREP053843,ASPIRE BENJAMIN HOLT COLG PREP,Stockton,San Joaquin,Adm GPA,4.205555556
ASPIRE BENJAMIN HOLT COLG PREP053843,ASPIRE BENJAMIN HOLT COLG PREP,Stockton,San Joaquin,App GPA,3.969333333
ASPIRE GOLDEN STATE PREP ACADEMY054260,ASPIRE GOLDEN STATE PREP ACADEMY,Oakland,Alameda,Enrl GPA,
ASPIRE GOLDEN STATE PREP ACADEMY054260,ASPIRE GOLDEN STATE PREP ACADEMY,Oakland,Alameda,Adm GPA,
ASPIRE GOLDEN STATE PREP ACADEMY054260,ASPIRE GOLDEN STATE PREP ACADEMY,Oakland,Alameda,App GPA,3.294444444
ASPIRE LANGSTON HUGHES ACADEMY054460,ASPIRE LANGSTON HUGHES ACADEMY,Stockton,San Joaquin,Enrl GPA,
ASPIRE LANGSTON HUGHES ACADEMY054460,ASPIRE LANGSTON HUGHES ACADEMY,Stockton,San Joaquin,Adm GPA,
ASPIRE LANGSTON HUGHES ACADEMY054460,ASPIRE LANGSTON HUGHES ACADEMY,Stockton,San Joaquin,App GPA,4.107777778
ASPIRE LIONEL WILSON COLG PREP051761,ASPIRE LIONEL WILSON COLG PREP,Oakland,Alameda,Enrl GPA,
ASPIRE LIONEL WILSON COLG PREP051761,ASPIRE LIONEL WILSON COLG PREP,Oakland,Alameda,Adm GPA,
ASPIRE LIONEL WILSON COLG PREP051761,ASPIRE LIONEL WILSON COLG PREP,Oakland,Alameda,App GPA,3.724285714
ASPIRE OLLIN UNIV PREP ACDMY054735,ASPIRE OLLIN UNIV PREP ACDMY,Huntington Park,Los Angeles,Enrl GPA,
ASPIRE OLLIN UNIV PREP ACDMY054735,ASPIRE OLLIN UNIV PREP ACDMY,Huntington Park,Los Angeles,Adm GPA,
ASPIRE OLLIN UNIV PREP ACDMY054735,ASPIRE OLLIN UNIV PREP ACDMY,Huntington Park,Los Angeles,App GPA,3.9975
ASPIRE PACIFIC ACADEMY051214,ASPIRE PACIFIC ACADEMY,Huntington Park,Los Angeles,Enrl GPA,
ASPIRE PACIFIC ACADEMY051214,ASPIRE PACIFIC ACADEMY,Huntington Park,Los Angeles,Adm GPA,4.224
ASPIRE PACIFIC ACADEMY051214,ASPIRE PACIFIC ACADEMY,Huntington Park,Los Angeles,App GPA,3.892941176
ASPIRE RICHMOND CA COLG PREP054847,ASPIRE RICHMOND CA COLG PREP,Richmond,Contra Costa,Enrl GPA,4.024
ASPIRE RICHMOND CA COLG PREP054847,ASPIRE RICHMOND CA COLG PREP,Richmond,Contra Costa,Adm GPA,3.981428571
ASPIRE RICHMOND CA COLG PREP054847,ASPIRE RICHMOND CA COLG PREP,Richmond,Contra Costa,App GPA,3.725217391
ASPIRE VANGUARD COL PREP ACAD054446,ASPIRE VANGUARD COL PREP ACAD,Modesto,Stanislaus,Enrl GPA,
ASPIRE VANGUARD COL PREP ACAD054446,ASPIRE VANGUARD COL PREP ACAD,Modesto,Stanislaus,Adm GPA,
ASPIRE VANGUARD COL PREP ACAD054446,ASPIRE VANGUARD COL PREP ACAD,Modesto,Stanislaus,App GPA,3.938181818
ATASCADERO HIGH SCHOOL050165,ATASCADERO HIGH SCHOOL,Atascadero,San Luis Obispo,Enrl GPA,
ATASCADERO HIGH SCHOOL050165,ATASCADERO HIGH SCHOOL,Atascadero,San Luis Obispo,Adm GPA,
ATASCADERO HIGH SCHOOL050165,ATASCADERO HIGH SCHOOL,Atascadero,San Luis Obispo,App GPA,3.920416667
ATWATER HIGH SCHOOL050172,ATWATER HIGH SCHOOL,Atwater,Merced,Enrl GPA,
ATWATER HIGH SCHOOL050172,ATWATER HIGH SCHOOL,Atwater,Merced,Adm GPA,4.156
ATWATER HIGH SCHOOL050172,ATWATER HIGH SCHOOL,Atwater,Merced,App GPA,3.8588
AUDEO CHARTER SCHOOL053199,AUDEO CHARTER SCHOOL,San Diego,San Diego,Enrl GPA,
AUDEO CHARTER SCHOOL053199,AUDEO CHARTER SCHOOL,San Diego,San Diego,Adm GPA,
AUDEO CHARTER SCHOOL053199,AUDEO CHARTER SCHOOL,San Diego,San Diego,App GPA,3.463333333
AVENAL HIGH SCHOOL050185,AVENAL HIGH SCHOOL,Avenal,Kings,Enrl GPA,
AVENAL HIGH SCHOOL050185,AVENAL HIGH SCHOOL,Avenal,Kings,Adm GPA,
AVENAL HIGH SCHOOL050185,AVENAL HIGH SCHOOL,Avenal,Kings,App GPA,3.810625
AVESON GLOBAL LEADERSHIP ACAD050162,AVESON GLOBAL LEADERSHIP ACAD,Altadena,Los Angeles,Enrl GPA,
AVESON GLOBAL LEADERSHIP ACAD050162,AVESON GLOBAL LEADERSHIP ACAD,Altadena,Los Angeles,Adm GPA,
AVESON GLOBAL LEADERSHIP ACAD050162,AVESON GLOBAL LEADERSHIP ACAD,Altadena,Los Angeles,App GPA,4.021111111
AZUSA HIGH SCHOOL050188,AZUSA HIGH SCHOOL,Azusa,Los Angeles,Enrl GPA,
AZUSA HIGH SCHOOL050188,AZUSA HIGH SCHOOL,Azusa,Los Angeles,Adm GPA,
AZUSA HIGH SCHOOL050188,AZUSA HIGH SCHOOL,Azusa,Los Angeles,App GPA,3.96125
BAKERSFIELD HIGH SCHOOL050205,BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,Enrl GPA,
BAKERSFIELD HIGH SCHOOL050205,BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,Adm GPA,4.194285714
BAKERSFIELD HIGH SCHOOL050205,BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,App GPA,3.7884375
BALBOA HIGH SCHOOL052916,BALBOA HIGH SCHOOL,San Francisco,San Francisco,Enrl GPA,4.19
BALBOA HIGH SCHOOL052916,BALBOA HIGH SCHOOL,San Francisco,San Francisco,Adm GPA,4.196363636
BALBOA HIGH SCHOOL052916,BALBOA HIGH SCHOOL,San Francisco,San Francisco,App GPA,3.921304348
BALDWIN PARK HIGH SCHOOL050225,BALDWIN PARK HIGH SCHOOL,Baldwin Park,Los Angeles,Enrl GPA,
BALDWIN PARK HIGH SCHOOL050225,BALDWIN PARK HIGH SCHOOL,Baldwin Park,Los Angeles,Adm GPA,
BALDWIN PARK HIGH SCHOOL050225,BALDWIN PARK HIGH SCHOOL,Baldwin Park,Los Angeles,App GPA,3.732916667
BANNING HIGH SCHOOL050230,BANNING HIGH SCHOOL,Banning,Riverside,Enrl GPA,
BANNING HIGH SCHOOL050230,BANNING HIGH SCHOOL,Banning,Riverside,Adm GPA,
BANNING HIGH SCHOOL050230,BANNING HIGH SCHOOL,Banning,Riverside,App GPA,3.921875
BARSTOW HIGH SCHOOL050235,BARSTOW HIGH SCHOOL,Barstow,San Bernardino,Enrl GPA,
BARSTOW HIGH SCHOOL050235,BARSTOW HIGH SCHOOL,Barstow,San Bernardino,Adm GPA,
BARSTOW HIGH SCHOOL050235,BARSTOW HIGH SCHOOL,Barstow,San Bernardino,App GPA,3.931111111
BASSETT HIGH SCHOOL050238,BASSETT HIGH SCHOOL,La Puente,Los Angeles,Enrl GPA,
BASSETT HIGH SCHOOL050238,BASSETT HIGH SCHOOL,La Puente,Los Angeles,Adm GPA,
BASSETT HIGH SCHOOL050238,BASSETT HIGH SCHOOL,La Puente,Los Angeles,App GPA,3.597222222
BAYFRONT CHARTER HIGH SCHOOL054777,BAYFRONT CHARTER HIGH SCHOOL,Chula Vista,San Diego,Enrl GPA,
BAYFRONT CHARTER HIGH SCHOOL054777,BAYFRONT CHARTER HIGH SCHOOL,Chula Vista,San Diego,Adm GPA,
BAYFRONT CHARTER HIGH SCHOOL054777,BAYFRONT CHARTER HIGH SCHOOL,Chula Vista,San Diego,App GPA,3.8625
BEAR CREEK HIGH SCHOOL053436,BEAR CREEK HIGH SCHOOL,Stockton,San Joaquin,Enrl GPA,
BEAR CREEK HIGH SCHOOL053436,BEAR CREEK HIGH SCHOOL,Stockton,San Joaquin,Adm GPA,
BEAR CREEK HIGH SCHOOL053436,BEAR CREEK HIGH SCHOOL,Stockton,San Joaquin,App GPA,3.715238095
BEAR RIVER HIGH SCHOOL051092,BEAR RIVER HIGH SCHOOL,Grass Valley,Nevada,Enrl GPA,
BEAR RIVER HIGH SCHOOL051092,BEAR RIVER HIGH SCHOOL,Grass Valley,Nevada,Adm GPA,
BEAR RIVER HIGH SCHOOL051092,BEAR RIVER HIGH SCHOOL,Grass Valley,Nevada,App GPA,3.9725
BEAUMONT HIGH SCHOOL050240,BEAUMONT HIGH SCHOOL,Beaumont,Riverside,Enrl GPA,
BEAUMONT HIGH SCHOOL050240,BEAUMONT HIGH SCHOOL,Beaumont,Riverside,Adm GPA,4.218571429
BEAUMONT HIGH SCHOOL050240,BEAUMONT HIGH SCHOOL,Beaumont,Riverside,App GPA,3.947045455
BELL GARDENS SENIOR HS050265,BELL GARDENS SENIOR HS,Bell Gardens,Los Angeles,Enrl GPA,
BELL GARDENS SENIOR HS050265,BELL GARDENS SENIOR HS,Bell Gardens,Los Angeles,Adm GPA,
BELL GARDENS SENIOR HS050265,BELL GARDENS SENIOR HS,Bell Gardens,Los Angeles,App GPA,3.881666667
BELL HIGH SCHOOL050245,BELL HIGH SCHOOL,Bell,Los Angeles,Enrl GPA,4.265
BELL HIGH SCHOOL050245,BELL HIGH SCHOOL,Bell,Los Angeles,Adm GPA,4.296363636
BELL HIGH SCHOOL050245,BELL HIGH SCHOOL,Bell,Los Angeles,App GPA,3.976063830
BELLA VISTA HIGH SCHOOL050912,BELLA VISTA HIGH SCHOOL,Fair Oaks,Sacramento,Enrl GPA,
BELLA VISTA HIGH SCHOOL050912,BELLA VISTA HIGH SCHOOL,Fair Oaks,Sacramento,Adm GPA,
BELLA VISTA HIGH SCHOOL050912,BELLA VISTA HIGH SCHOOL,Fair Oaks,Sacramento,App GPA,3.984857143
BELLFLOWER HIGH SCHOOL050255,BELLFLOWER HIGH SCHOOL,Bellflower,Los Angeles,Enrl GPA,
BELLFLOWER HIGH SCHOOL050255,BELLFLOWER HIGH SCHOOL,Bellflower,Los Angeles,Adm GPA,
BELLFLOWER HIGH SCHOOL050255,BELLFLOWER HIGH SCHOOL,Bellflower,Los Angeles,App GPA,3.840666667
BELMONT HIGH SCHOOL051540,BELMONT HIGH SCHOOL,Los Angeles,Los Angeles,Enrl GPA,
BELMONT HIGH SCHOOL051540,BELMONT HIGH SCHOOL,Los Angeles,Los Angeles,Adm GPA,
BELMONT HIGH SCHOOL051540,BELMONT HIGH SCHOOL,Los Angeles,Los Angeles,App GPA,3.816428571
BENICIA HIGH SCHOOL050280,BENICIA HIGH SCHOOL,Benicia,Solano,Enrl GPA,4.278333333
BENICIA HIGH SCHOOL050280,BENICIA HIGH SCHOOL,Benicia,Solano,Adm GPA,4.281111111
BENICIA HIGH SCHOOL050280,BENICIA HIGH SCHOOL,Benicia,Solano,App GPA,4.012638889
BENJAMIN FRANKLIN HIGH SCHOOL051550,BENJAMIN FRANKLIN HIGH SCHOOL,Los Angeles,Los Angeles,Enrl GPA,
BENJAMIN FRANKLIN HIGH SCHOOL051550,BENJAMIN FRANKLIN HIGH SCHOOL,Los Angeles,Los Angeles,Adm GPA,4.178181818
BENJAMIN FRANKLIN HIGH SCHOOL051550,BENJAMIN FRANKLIN HIGH SCHOOL,Los Angeles,Los Angeles,App GPA,3.758292683
BERKELEY HIGH SCHOOL050290,BERKELEY HIGH SCHOOL,Berkeley,Alameda,Enrl GPA,4.171764706
BERKELEY HIGH SCHOOL050290,BERKELEY HIGH SCHOOL,Berkeley,Alameda,Adm GPA,4.197857143
BERKELEY HIGH SCHOOL050290,BERKELEY HIGH SCHOOL,Berkeley,Alameda,App GPA,4.000729167
BEVERLY HILLS HIGH SCHOOL050320,BEVERLY HILLS HIGH SCHOOL,Beverly Hills,Los Angeles,Enrl GPA,4.17625
BEVERLY HILLS HIGH SCHOOL050320,BEVERLY HILLS HIGH SCHOOL,Beverly Hills,Los Angeles,Adm GPA,4.208
BEVERLY HILLS HIGH SCHOOL050320,BEVERLY HILLS HIGH SCHOOL,Beverly Hills,Los Angeles,App GPA,3.965232558
BIG BEAR HIGH SCHOOL050330,BIG BEAR HIGH SCHOOL,Big Bear City,San Bernardino,Enrl GPA,
BIG BEAR HIGH SCHOOL050330,BIG BEAR HIGH SCHOOL,Big Bear City,San Bernardino,Adm GPA,
BIG BEAR HIGH SCHOOL050330,BIG BEAR HIGH SCHOOL,Big Bear City,San Bernardino,App GPA,4.024285714
BIRMINGHAM COMMUNITY HS053615,BIRMINGHAM COMMUNITY HS,Lake Balboa,Los Angeles,Enrl GPA,4.064
BIRMINGHAM COMMUNITY HS053615,BIRMINGHAM COMMUNITY HS,Lake Balboa,Los Angeles,Adm GPA,4.146428571
BIRMINGHAM COMMUNITY HS053615,BIRMINGHAM COMMUNITY HS,Lake Balboa,Los Angeles,App GPA,3.861297710
BISHOP UNION HIGH SCHOOL050345,BISHOP UNION HIGH SCHOOL,Bishop,Inyo,Enrl GPA,
BISHOP UNION HIGH SCHOOL050345,BISHOP UNION HIGH SCHOOL,Bishop,Inyo,Adm GPA,
BISHOP UNION HIGH SCHOOL050345,BISHOP UNION HIGH SCHOOL,Bishop,Inyo,App GPA,3.712857143
BLAIR HIGH SCHOOL052373,BLAIR HIGH SCHOOL,Pasadena,Los Angeles,Enrl GPA,4.086666667
BLAIR HIGH SCHOOL052373,BLAIR HIGH SCHOOL,Pasadena,Los Angeles,Adm GPA,4.095833333
BLAIR HIGH SCHOOL052373,BLAIR HIGH SCHOOL,Pasadena,Los Angeles,App GPA,3.965238095
BLOOMINGTON HIGH SCHOOL050348,BLOOMINGTON HIGH SCHOOL,Bloomington,San Bernardino,Enrl GPA,
BLOOMINGTON HIGH SCHOOL050348,BLOOMINGTON HIGH SCHOOL,Bloomington,San Bernardino,Adm GPA,4.242
BLOOMINGTON HIGH SCHOOL050348,BLOOMINGTON HIGH SCHOOL,Bloomington,San Bernardino,App GPA,3.649090909
BLUE RIDGE ACADEMY052152,BLUE RIDGE ACADEMY,Maricopa,Kern,Enrl GPA,
BLUE RIDGE ACADEMY052152,BLUE RIDGE ACADEMY,Maricopa,Kern,Adm GPA,
BLUE RIDGE ACADEMY052152,BLUE RIDGE ACADEMY,Maricopa,Kern,App GPA,3.93
BOLSA GRANDE HIGH SCHOOL051028,BOLSA GRANDE HIGH SCHOOL,Garden Grove,Orange,Enrl GPA,
BOLSA GRANDE HIGH SCHOOL051028,BOLSA GRANDE HIGH SCHOOL,Garden Grove,Orange,Adm GPA,4.212857143
BOLSA GRANDE HIGH SCHOOL051028,BOLSA GRANDE HIGH SCHOOL,Garden Grove,Orange,App GPA,3.921232877
BONITA HIGH SCHOOL051370,BONITA HIGH SCHOOL,La Verne,Los Angeles,Enrl GPA,4.19625
BONITA HIGH SCHOOL051370,BONITA HIGH SCHOOL,La Verne,Los Angeles,Adm GPA,4.202
BONITA HIGH SCHOOL051370,BONITA HIGH SCHOOL,La Verne,Los Angeles,App GPA,4.066290323
BONITA VISTA HIGH SCHOOL050572,BONITA VISTA HIGH SCHOOL,Chula Vista,San Diego,Enrl GPA,
BONITA VISTA HIGH SCHOOL050572,BONITA VISTA HIGH SCHOOL,Chula Vista,San Diego,Adm GPA,4.3375
BONITA VISTA HIGH SCHOOL050572,BONITA VISTA HIGH SCHOOL,Chula Vista,San Diego,App GPA,4.13
BRANHAM HIGH SCHOOL053082,BRANHAM HIGH SCHOOL,San Jose,Santa Clara,Enrl GPA,4.199090909
BRANHAM HIGH SCHOOL053082,BRANHAM HIGH SCHOOL,San Jose,Santa Clara,Adm GPA,4.223333333
BRANHAM HIGH SCHOOL053082,BRANHAM HIGH SCHOOL,San Jose,Santa Clara,App GPA,4.010818182
BRAWLEY UNION HIGH SCHOOL050365,BRAWLEY UNION HIGH SCHOOL,Brawley,Imperial,Enrl GPA,
BRAWLEY UNION HIGH SCHOOL050365,BRAWLEY UNION HIGH SCHOOL,Brawley,Imperial,Adm GPA,
BRAWLEY UNION HIGH SCHOOL050365,BRAWLEY UNION HIGH SCHOOL,Brawley,Imperial,App GPA,3.904166667
BREA OLINDA HIGH SCHOOL050370,BREA OLINDA HIGH SCHOOL,Brea,Orange,Enrl GPA,
BREA OLINDA HIGH SCHOOL050370,BREA OLINDA HIGH SCHOOL,Brea,Orange,Adm GPA,4.223
BREA OLINDA HIGH SCHOOL050370,BREA OLINDA HIGH SCHOOL,Brea,Orange,App GPA,4.036056338
BRET HARTE UNION HIGH SCHOOL050100,BRET HARTE UNION HIGH SCHOOL,Angels Camp,Calaveras,Enrl GPA,
BRET HARTE UNION HIGH SCHOOL050100,BRET HARTE UNION HIGH SCHOOL,Angels Camp,Calaveras,Adm GPA,
BRET HARTE UNION HIGH SCHOOL050100,BRET HARTE UNION HIGH SCHOOL,Angels Camp,Calaveras,App GPA,4.191428571
BRIO COLLEGE PREP051668,BRIO COLLEGE PREP,Los Angeles,Los Angeles,Enrl GPA,
BRIO COLLEGE PREP051668,BRIO COLLEGE PREP,Los Angeles,Los Angeles,Adm GPA,
BRIO COLLEGE PREP051668,BRIO COLLEGE PREP,Los Angeles,Los Angeles,App GPA,3.83875
BUCKINGHAM COLLEGIATE CHARTER053596,BUCKINGHAM COLLEGIATE CHARTER,Vacaville,Solano,Enrl GPA,
BUCKINGHAM COLLEGIATE CHARTER053596,BUCKINGHAM COLLEGIATE CHARTER,Vacaville,Solano,Adm GPA,
BUCKINGHAM COLLEGIATE CHARTER053596,BUCKINGHAM COLLEGIATE CHARTER,Vacaville,Solano,App GPA,3.906666667
BUENA HIGH SCHOOL053647,BUENA HIGH SCHOOL,Ventura,Ventura,Enrl GPA,
BUENA HIGH SCHOOL053647,BUENA HIGH SCHOOL,Ventura,Ventura,Adm GPA,
BUENA HIGH SCHOOL053647,BUENA HIGH SCHOOL,Ventura,Ventura,App GPA,3.965263158
