Calculation1,School,City,County/State/Country,Measure Names,Measure Values
TEMESCAL CANYON HIGH SCHOOL051402,TEMESCAL CANYON HIGH SCHOOL,Lake Elsinore,Riverside,Enrl GPA,
TEMESCAL CANYON HIGH SCHOOL051402,TEMESCAL CANYON HIGH SCHOOL,Lake Elsinore,Riverside,Adm GPA,
TEMESCAL CANYON HIGH SCHOOL051402,TEMESCAL CANYON HIGH SCHOOL,Lake Elsinore,Riverside,App GPA,3.877857143
TEMPLE CITY HIGH SCHOOL053495,TEMPLE CITY HIGH SCHOOL,Temple City,Los Angeles,Enrl GPA,4.228125
TEMPLE CITY HIGH SCHOOL053495,TEMPLE CITY HIGH SCHOOL,Temple City,Los Angeles,Adm GPA,4.2540625
TEMPLE CITY HIGH SCHOOL053495,TEMPLE CITY HIGH SCHOOL,Temple City,Los Angeles,App GPA,4.1094375
TEMPLETON HIGH SCHOOL053500,TEMPLETON HIGH SCHOOL,Templeton,San Luis Obispo,Enrl GPA,
TEMPLETON HIGH SCHOOL053500,TEMPLETON HIGH SCHOOL,Templeton,San Luis Obispo,Adm GPA,
TEMPLETON HIGH SCHOOL053500,TEMPLETON HIGH SCHOOL,Templeton,San Luis Obispo,App GPA,4.236666667
TENNYSON HIGH SCHOOL051152,TENNYSON HIGH SCHOOL,Hayward,Alameda,Enrl GPA,4.174
TENNYSON HIGH SCHOOL051152,TENNYSON HIGH SCHOOL,Hayward,Alameda,Adm GPA,4.174
TENNYSON HIGH SCHOOL051152,TENNYSON HIGH SCHOOL,Hayward,Alameda,App GPA,3.824827586
TERRA LINDA HIGH SCHOOL053231,TERRA LINDA HIGH SCHOOL,San Rafael,Marin,Enrl GPA,
TERRA LINDA HIGH SCHOOL053231,TERRA LINDA HIGH SCHOOL,San Rafael,Marin,Adm GPA,4.171111111
TERRA LINDA HIGH SCHOOL053231,TERRA LINDA HIGH SCHOOL,San Rafael,Marin,App GPA,4.053209877
TERRA NOVA HIGH SCHOOL050721,TERRA NOVA HIGH SCHOOL,Pacifica,San Mateo,Enrl GPA,
TERRA NOVA HIGH SCHOOL050721,TERRA NOVA HIGH SCHOOL,Pacifica,San Mateo,Adm GPA,
TERRA NOVA HIGH SCHOOL050721,TERRA NOVA HIGH SCHOOL,Pacifica,San Mateo,App GPA,3.903684211
TESORO HIGH SCHOOL053149,TESORO HIGH SCHOOL,Rancho San Margarit,Orange,Enrl GPA,4.22
TESORO HIGH SCHOOL053149,TESORO HIGH SCHOOL,Rancho San Margarit,Orange,Adm GPA,4.258
TESORO HIGH SCHOOL053149,TESORO HIGH SCHOOL,Rancho San Margarit,Orange,App GPA,4.120079365
THEODORE ROOSEVELT HIGH SCHOOL050995,THEODORE ROOSEVELT HIGH SCHOOL,Fresno,Fresno,Enrl GPA,
THEODORE ROOSEVELT HIGH SCHOOL050995,THEODORE ROOSEVELT HIGH SCHOOL,Fresno,Fresno,Adm GPA,4.192
THEODORE ROOSEVELT HIGH SCHOOL050995,THEODORE ROOSEVELT HIGH SCHOOL,Fresno,Fresno,App GPA,3.8240625
THEODORE ROOSEVELT SENIOR HIGH051805,THEODORE ROOSEVELT SENIOR HIGH,Los Angeles,Los Angeles,Enrl GPA,4.135
THEODORE ROOSEVELT SENIOR HIGH051805,THEODORE ROOSEVELT SENIOR HIGH,Los Angeles,Los Angeles,Adm GPA,4.174545455
THEODORE ROOSEVELT SENIOR HIGH051805,THEODORE ROOSEVELT SENIOR HIGH,Los Angeles,Los Angeles,App GPA,3.780476190
THOMAS DOWNEY HIGH SCHOOL052000,THOMAS DOWNEY HIGH SCHOOL,Modesto,Stanislaus,Enrl GPA,
THOMAS DOWNEY HIGH SCHOOL052000,THOMAS DOWNEY HIGH SCHOOL,Modesto,Stanislaus,Adm GPA,
THOMAS DOWNEY HIGH SCHOOL052000,THOMAS DOWNEY HIGH SCHOOL,Modesto,Stanislaus,App GPA,3.694333333
THOMAS JEFFERSON HIGH SCHOOL051815,THOMAS JEFFERSON HIGH SCHOOL,Los Angeles,Los Angeles,Enrl GPA,
THOMAS JEFFERSON HIGH SCHOOL051815,THOMAS JEFFERSON HIGH SCHOOL,Los Angeles,Los Angeles,Adm GPA,
THOMAS JEFFERSON HIGH SCHOOL051815,THOMAS JEFFERSON HIGH SCHOOL,Los Angeles,Los Angeles,App GPA,3.78
THOUSAND OAKS HIGH SCHOOL053502,THOUSAND OAKS HIGH SCHOOL,Thousand Oaks,Ventura,Enrl GPA,
THOUSAND OAKS HIGH SCHOOL053502,THOUSAND OAKS HIGH SCHOOL,Thousand Oaks,Ventura,Adm GPA,4.292857143
THOUSAND OAKS HIGH SCHOOL053502,THOUSAND OAKS HIGH SCHOOL,Thousand Oaks,Ventura,App GPA,3.9935
THURGOOD MARSHALL ACADEMIC HS053066,THURGOOD MARSHALL ACADEMIC HS,San Francisco,San Francisco,Enrl GPA,
THURGOOD MARSHALL ACADEMIC HS053066,THURGOOD MARSHALL ACADEMIC HS,San Francisco,San Francisco,Adm GPA,
THURGOOD MARSHALL ACADEMIC HS053066,THURGOOD MARSHALL ACADEMIC HS,San Francisco,San Francisco,App GPA,3.584166667
TIDE ACADEMY054936,TIDE ACADEMY,Menlo Park,San Mateo,Enrl GPA,4.136
TIDE ACADEMY054936,TIDE ACADEMY,Menlo Park,San Mateo,Adm GPA,4.146666667
TIDE ACADEMY054936,TIDE ACADEMY,Menlo Park,San Mateo,App GPA,3.8575
TOKAY HIGH SCHOOL051440,TOKAY HIGH SCHOOL,Lodi,San Joaquin,Enrl GPA,
TOKAY HIGH SCHOOL051440,TOKAY HIGH SCHOOL,Lodi,San Joaquin,Adm GPA,
TOKAY HIGH SCHOOL051440,TOKAY HIGH SCHOOL,Lodi,San Joaquin,App GPA,3.987666667
TORRANCE HIGH SCHOOL053523,TORRANCE HIGH SCHOOL,Torrance,Los Angeles,Enrl GPA,4.198571429
TORRANCE HIGH SCHOOL053523,TORRANCE HIGH SCHOOL,Torrance,Los Angeles,Adm GPA,4.24
TORRANCE HIGH SCHOOL053523,TORRANCE HIGH SCHOOL,Torrance,Los Angeles,App GPA,3.986025641
TORREY PINES HIGH SCHOOL050466,TORREY PINES HIGH SCHOOL,San Diego,San Diego,Enrl GPA,4.1804
TORREY PINES HIGH SCHOOL050466,TORREY PINES HIGH SCHOOL,San Diego,San Diego,Adm GPA,4.2
TORREY PINES HIGH SCHOOL050466,TORREY PINES HIGH SCHOOL,San Diego,San Diego,App GPA,4.047982833
TRABUCO HILLS HIGH SCHOOL051958,TRABUCO HILLS HIGH SCHOOL,Mission Viejo,Orange,Enrl GPA,
TRABUCO HILLS HIGH SCHOOL051958,TRABUCO HILLS HIGH SCHOOL,Mission Viejo,Orange,Adm GPA,4.088333333
TRABUCO HILLS HIGH SCHOOL051958,TRABUCO HILLS HIGH SCHOOL,Mission Viejo,Orange,App GPA,3.926875
TRACY JOINT UNION HIGH SCHOOL053525,TRACY JOINT UNION HIGH SCHOOL,Tracy,San Joaquin,Enrl GPA,4.20125
TRACY JOINT UNION HIGH SCHOOL053525,TRACY JOINT UNION HIGH SCHOOL,Tracy,San Joaquin,Adm GPA,4.218
TRACY JOINT UNION HIGH SCHOOL053525,TRACY JOINT UNION HIGH SCHOOL,Tracy,San Joaquin,App GPA,3.950645161
TRANQUILLITY HIGH SCHOOL053530,TRANQUILLITY HIGH SCHOOL,Tranquillity,Fresno,Enrl GPA,
TRANQUILLITY HIGH SCHOOL053530,TRANQUILLITY HIGH SCHOOL,Tranquillity,Fresno,Adm GPA,
TRANQUILLITY HIGH SCHOOL053530,TRANQUILLITY HIGH SCHOOL,Tranquillity,Fresno,App GPA,3.34
TROY HIGH SCHOOL051009,TROY HIGH SCHOOL,Fullerton,Orange,Enrl GPA,4.201666667
TROY HIGH SCHOOL051009,TROY HIGH SCHOOL,Fullerton,Orange,Adm GPA,4.226190476
TROY HIGH SCHOOL051009,TROY HIGH SCHOOL,Fullerton,Orange,App GPA,4.010590551
TULARE UNION HIGH SCHOOL053550,TULARE UNION HIGH SCHOOL,Tulare,Tulare,Enrl GPA,
TULARE UNION HIGH SCHOOL053550,TULARE UNION HIGH SCHOOL,Tulare,Tulare,Adm GPA,4.232857143
TULARE UNION HIGH SCHOOL053550,TULARE UNION HIGH SCHOOL,Tulare,Tulare,App GPA,3.892666667
TULARE WESTERN HIGH SCHOOL053552,TULARE WESTERN HIGH SCHOOL,Tulare,Tulare,Enrl GPA,
TULARE WESTERN HIGH SCHOOL053552,TULARE WESTERN HIGH SCHOOL,Tulare,Tulare,Adm GPA,4.098333333
TULARE WESTERN HIGH SCHOOL053552,TULARE WESTERN HIGH SCHOOL,Tulare,Tulare,App GPA,3.8192
TURLOCK HIGH SCHOOL053565,TURLOCK HIGH SCHOOL,Turlock,Stanislaus,Enrl GPA,4.196666667
TURLOCK HIGH SCHOOL053565,TURLOCK HIGH SCHOOL,Turlock,Stanislaus,Adm GPA,4.263333333
TURLOCK HIGH SCHOOL053565,TURLOCK HIGH SCHOOL,Turlock,Stanislaus,App GPA,3.986266667
TUSTIN HIGH SCHOOL053570,TUSTIN HIGH SCHOOL,Tustin,Orange,Enrl GPA,
TUSTIN HIGH SCHOOL053570,TUSTIN HIGH SCHOOL,Tustin,Orange,Adm GPA,
TUSTIN HIGH SCHOOL053570,TUSTIN HIGH SCHOOL,Tustin,Orange,App GPA,3.809347826
TWENTYNINE PALMS HIGH SCHOOL053575,TWENTYNINE PALMS HIGH SCHOOL,Twentynine Palms,San Bernardino,Enrl GPA,
TWENTYNINE PALMS HIGH SCHOOL053575,TWENTYNINE PALMS HIGH SCHOOL,Twentynine Palms,San Bernardino,Adm GPA,
TWENTYNINE PALMS HIGH SCHOOL053575,TWENTYNINE PALMS HIGH SCHOOL,Twentynine Palms,San Bernardino,App GPA,3.888
UCLA COMMUNITY SCHOOL051662,UCLA COMMUNITY SCHOOL,Los Angeles,Los Angeles,Enrl GPA,
UCLA COMMUNITY SCHOOL051662,UCLA COMMUNITY SCHOOL,Los Angeles,Los Angeles,Adm GPA,4.263333333
UCLA COMMUNITY SCHOOL051662,UCLA COMMUNITY SCHOOL,Los Angeles,Los Angeles,App GPA,4.0475
UKIAH HIGH SCHOOL053580,UKIAH HIGH SCHOOL,Ukiah,Mendocino,Enrl GPA,
UKIAH HIGH SCHOOL053580,UKIAH HIGH SCHOOL,Ukiah,Mendocino,Adm GPA,4.29
UKIAH HIGH SCHOOL053580,UKIAH HIGH SCHOOL,Ukiah,Mendocino,App GPA,3.855476190
ULYSSES S GRANT HIGH SCHOOL053633,ULYSSES S GRANT HIGH SCHOOL,Van Nuys,Los Angeles,Enrl GPA,
ULYSSES S GRANT HIGH SCHOOL053633,ULYSSES S GRANT HIGH SCHOOL,Van Nuys,Los Angeles,Adm GPA,4.013333333
ULYSSES S GRANT HIGH SCHOOL053633,ULYSSES S GRANT HIGH SCHOOL,Van Nuys,Los Angeles,App GPA,3.810512821
UMOJA INTERNATIONAL ACADEMY054889,UMOJA INTERNATIONAL ACADEMY,Sacramento,Sacramento,Enrl GPA,
UMOJA INTERNATIONAL ACADEMY054889,UMOJA INTERNATIONAL ACADEMY,Sacramento,Sacramento,Adm GPA,
UMOJA INTERNATIONAL ACADEMY054889,UMOJA INTERNATIONAL ACADEMY,Sacramento,Sacramento,App GPA,4.198
UNION MINE HIGH SCHOOL050819,UNION MINE HIGH SCHOOL,El Dorado,El Dorado,Enrl GPA,
UNION MINE HIGH SCHOOL050819,UNION MINE HIGH SCHOOL,El Dorado,El Dorado,Adm GPA,
UNION MINE HIGH SCHOOL050819,UNION MINE HIGH SCHOOL,El Dorado,El Dorado,App GPA,3.925833333
UNIVERSITY CITY HIGH052887,UNIVERSITY CITY HIGH,San Diego,San Diego,Enrl GPA,4.306
UNIVERSITY CITY HIGH052887,UNIVERSITY CITY HIGH,San Diego,San Diego,Adm GPA,4.312222222
UNIVERSITY CITY HIGH052887,UNIVERSITY CITY HIGH,San Diego,San Diego,App GPA,4.070309278
UNIVERSITY HIGH SCHOOL050936,UNIVERSITY HIGH SCHOOL,Fresno,Fresno,Enrl GPA,
UNIVERSITY HIGH SCHOOL050936,UNIVERSITY HIGH SCHOOL,Fresno,Fresno,Adm GPA,4.237
UNIVERSITY HIGH SCHOOL050936,UNIVERSITY HIGH SCHOOL,Fresno,Fresno,App GPA,4.077727273
UNIVERSITY HIGH SCHOOL051825,UNIVERSITY HIGH SCHOOL,Los Angeles,Los Angeles,Enrl GPA,
UNIVERSITY HIGH SCHOOL051825,UNIVERSITY HIGH SCHOOL,Los Angeles,Los Angeles,Adm GPA,4.22125
UNIVERSITY HIGH SCHOOL051825,UNIVERSITY HIGH SCHOOL,Los Angeles,Los Angeles,App GPA,3.854838710
UNIVERSITY HIGH SCHOOL051984,UNIVERSITY HIGH SCHOOL,Irvine,Orange,Enrl GPA,4.228421053
UNIVERSITY HIGH SCHOOL051984,UNIVERSITY HIGH SCHOOL,Irvine,Orange,Adm GPA,4.221724138
UNIVERSITY HIGH SCHOOL051984,UNIVERSITY HIGH SCHOOL,Irvine,Orange,App GPA,4.007862903
UNIVERSITY PATHWAYS PUB SVC AC052961,UNIVERSITY PATHWAYS PUB SVC AC,Los Angeles,Los Angeles,Enrl GPA,
UNIVERSITY PATHWAYS PUB SVC AC052961,UNIVERSITY PATHWAYS PUB SVC AC,Los Angeles,Los Angeles,Adm GPA,
UNIVERSITY PATHWAYS PUB SVC AC052961,UNIVERSITY PATHWAYS PUB SVC AC,Los Angeles,Los Angeles,App GPA,3.656923077
UNIVERSITY PREP ACADEMY054245,UNIVERSITY PREP ACADEMY,San Jose,Santa Clara,Enrl GPA,
UNIVERSITY PREP ACADEMY054245,UNIVERSITY PREP ACADEMY,San Jose,Santa Clara,Adm GPA,
UNIVERSITY PREP ACADEMY054245,UNIVERSITY PREP ACADEMY,San Jose,Santa Clara,App GPA,3.870576923
UNIVERSITY PREP VALUE HS054891,UNIVERSITY PREP VALUE HS,Los Angeles,Los Angeles,Enrl GPA,
UNIVERSITY PREP VALUE HS054891,UNIVERSITY PREP VALUE HS,Los Angeles,Los Angeles,Adm GPA,4.237142857
UNIVERSITY PREP VALUE HS054891,UNIVERSITY PREP VALUE HS,Los Angeles,Los Angeles,App GPA,4.041034483
UNIVERSITY PREPARATORY SCHOOL053912,UNIVERSITY PREPARATORY SCHOOL,Redding,Shasta,Enrl GPA,
UNIVERSITY PREPARATORY SCHOOL053912,UNIVERSITY PREPARATORY SCHOOL,Redding,Shasta,Adm GPA,
UNIVERSITY PREPARATORY SCHOOL053912,UNIVERSITY PREPARATORY SCHOOL,Redding,Shasta,App GPA,4.168333333
UNIVERSITY PREPARATORY054101,UNIVERSITY PREPARATORY,Victorville,San Bernardino,Enrl GPA,4.214
UNIVERSITY PREPARATORY054101,UNIVERSITY PREPARATORY,Victorville,San Bernardino,Adm GPA,4.20875
UNIVERSITY PREPARATORY054101,UNIVERSITY PREPARATORY,Victorville,San Bernardino,App GPA,4.008571429
UNIVERSITY PREPARTORY HIGH SCH054458,UNIVERSITY PREPARTORY HIGH SCH,Visalia,Tulare,Enrl GPA,
UNIVERSITY PREPARTORY HIGH SCH054458,UNIVERSITY PREPARTORY HIGH SCH,Visalia,Tulare,Adm GPA,
UNIVERSITY PREPARTORY HIGH SCH054458,UNIVERSITY PREPARTORY HIGH SCH,Visalia,Tulare,App GPA,3.72
UP MEDICAL MAGNET ACADEMY051686,UP MEDICAL MAGNET ACADEMY,Los Angeles,Los Angeles,Enrl GPA,
UP MEDICAL MAGNET ACADEMY051686,UP MEDICAL MAGNET ACADEMY,Los Angeles,Los Angeles,Adm GPA,
UP MEDICAL MAGNET ACADEMY051686,UP MEDICAL MAGNET ACADEMY,Los Angeles,Los Angeles,App GPA,3.946
UPLAND HIGH SCHOOL053586,UPLAND HIGH SCHOOL,Upland,San Bernardino,Enrl GPA,
UPLAND HIGH SCHOOL053586,UPLAND HIGH SCHOOL,Upland,San Bernardino,Adm GPA,4.25
UPLAND HIGH SCHOOL053586,UPLAND HIGH SCHOOL,Upland,San Bernardino,App GPA,4.019516129
UPPER LAKE HIGH SCHOOL053590,UPPER LAKE HIGH SCHOOL,Upper Lake,Lake,Enrl GPA,
UPPER LAKE HIGH SCHOOL053590,UPPER LAKE HIGH SCHOOL,Upper Lake,Lake,Adm GPA,
UPPER LAKE HIGH SCHOOL053590,UPPER LAKE HIGH SCHOOL,Upper Lake,Lake,App GPA,3.854285714
USC HYBRID HIGH COLLEGE PREP054673,USC HYBRID HIGH COLLEGE PREP,Los Angeles,Los Angeles,Enrl GPA,4.284285714
USC HYBRID HIGH COLLEGE PREP054673,USC HYBRID HIGH COLLEGE PREP,Los Angeles,Los Angeles,Adm GPA,4.307692308
USC HYBRID HIGH COLLEGE PREP054673,USC HYBRID HIGH COLLEGE PREP,Los Angeles,Los Angeles,App GPA,4.158918919
USC MEDIA & ENGINEERING MAGNET SCH051652,USC MEDIA & ENGINEERING MAGNET SCH,Los Angeles,Los Angeles,Enrl GPA,
USC MEDIA & ENGINEERING MAGNET SCH051652,USC MEDIA & ENGINEERING MAGNET SCH,Los Angeles,Los Angeles,Adm GPA,4.198333333
USC MEDIA & ENGINEERING MAGNET SCH051652,USC MEDIA & ENGINEERING MAGNET SCH,Los Angeles,Los Angeles,App GPA,3.951428571
VACAVILLE HIGH SCHOOL053595,VACAVILLE HIGH SCHOOL,Vacaville,Solano,Enrl GPA,
VACAVILLE HIGH SCHOOL053595,VACAVILLE HIGH SCHOOL,Vacaville,Solano,Adm GPA,
VACAVILLE HIGH SCHOOL053595,VACAVILLE HIGH SCHOOL,Vacaville,Solano,App GPA,3.894444444
VALENCIA HIGH SCHOOL052480,VALENCIA HIGH SCHOOL,Placentia,Orange,Enrl GPA,4.206666667
VALENCIA HIGH SCHOOL052480,VALENCIA HIGH SCHOOL,Placentia,Orange,Adm GPA,4.241
VALENCIA HIGH SCHOOL052480,VALENCIA HIGH SCHOOL,Placentia,Orange,App GPA,4.019430894
VALENCIA HIGH SCHOOL053608,VALENCIA HIGH SCHOOL,Valencia,Los Angeles,Enrl GPA,4.231666667
VALENCIA HIGH SCHOOL053608,VALENCIA HIGH SCHOOL,Valencia,Los Angeles,Adm GPA,4.249375
VALENCIA HIGH SCHOOL053608,VALENCIA HIGH SCHOOL,Valencia,Los Angeles,App GPA,4.117661290
VALHALLA HIGH SCHOOL050804,VALHALLA HIGH SCHOOL,El Cajon,San Diego,Enrl GPA,
VALHALLA HIGH SCHOOL050804,VALHALLA HIGH SCHOOL,El Cajon,San Diego,Adm GPA,4.264
VALHALLA HIGH SCHOOL050804,VALHALLA HIGH SCHOOL,El Cajon,San Diego,App GPA,3.936585366
VALLEJO HIGH SCHOOL053610,VALLEJO HIGH SCHOOL,Vallejo,Solano,Enrl GPA,
VALLEJO HIGH SCHOOL053610,VALLEJO HIGH SCHOOL,Vallejo,Solano,Adm GPA,
VALLEJO HIGH SCHOOL053610,VALLEJO HIGH SCHOOL,Vallejo,Solano,App GPA,3.919444444
VALLEY ACADEMY ARTS & SCIENCES054548,VALLEY ACADEMY ARTS & SCIENCES,Granada Hills,Los Angeles,Enrl GPA,
VALLEY ACADEMY ARTS & SCIENCES054548,VALLEY ACADEMY ARTS & SCIENCES,Granada Hills,Los Angeles,Adm GPA,
VALLEY ACADEMY ARTS & SCIENCES054548,VALLEY ACADEMY ARTS & SCIENCES,Granada Hills,Los Angeles,App GPA,4.0708
VALLEY CENTER HIGH SCHOOL053695,VALLEY CENTER HIGH SCHOOL,Valley Center,San Diego,Enrl GPA,
VALLEY CENTER HIGH SCHOOL053695,VALLEY CENTER HIGH SCHOOL,Valley Center,San Diego,Adm GPA,
VALLEY CENTER HIGH SCHOOL053695,VALLEY CENTER HIGH SCHOOL,Valley Center,San Diego,App GPA,4.218181818
VALLEY HIGH SCHOOL052736,VALLEY HIGH SCHOOL,Sacramento,Sacramento,Enrl GPA,
VALLEY HIGH SCHOOL052736,VALLEY HIGH SCHOOL,Sacramento,Sacramento,Adm GPA,
VALLEY HIGH SCHOOL052736,VALLEY HIGH SCHOOL,Sacramento,Sacramento,App GPA,3.793829787
VALLEY HIGH SCHOOL053243,VALLEY HIGH SCHOOL,Santa Ana,Orange,Enrl GPA,
VALLEY HIGH SCHOOL053243,VALLEY HIGH SCHOOL,Santa Ana,Orange,Adm GPA,4.259230769
VALLEY HIGH SCHOOL053243,VALLEY HIGH SCHOOL,Santa Ana,Orange,App GPA,3.839245283
VALLEY INTERNATIONAL PREP HS051629,VALLEY INTERNATIONAL PREP HS,Northridge,Los Angeles,Enrl GPA,
VALLEY INTERNATIONAL PREP HS051629,VALLEY INTERNATIONAL PREP HS,Northridge,Los Angeles,Adm GPA,
VALLEY INTERNATIONAL PREP HS051629,VALLEY INTERNATIONAL PREP HS,Northridge,Los Angeles,App GPA,4.078571429
VALLEY VIEW HIGH SCHOOL052057,VALLEY VIEW HIGH SCHOOL,Moreno Valley,Riverside,Enrl GPA,
VALLEY VIEW HIGH SCHOOL052057,VALLEY VIEW HIGH SCHOOL,Moreno Valley,Riverside,Adm GPA,4.122
VALLEY VIEW HIGH SCHOOL052057,VALLEY VIEW HIGH SCHOOL,Moreno Valley,Riverside,App GPA,3.795897436
VALOR ACADEMY HIGH SCHOOL054728,VALOR ACADEMY HIGH SCHOOL,North Hills,Los Angeles,Enrl GPA,
VALOR ACADEMY HIGH SCHOOL054728,VALOR ACADEMY HIGH SCHOOL,North Hills,Los Angeles,Adm GPA,
VALOR ACADEMY HIGH SCHOOL054728,VALOR ACADEMY HIGH SCHOOL,North Hills,Los Angeles,App GPA,3.777142857
VAN NUYS HIGH SCHOOL053635,VAN NUYS HIGH SCHOOL,Van Nuys,Los Angeles,Enrl GPA,4.12
VAN NUYS HIGH SCHOOL053635,VAN NUYS HIGH SCHOOL,Van Nuys,Los Angeles,Adm GPA,4.137916667
VAN NUYS HIGH SCHOOL053635,VAN NUYS HIGH SCHOOL,Van Nuys,Los Angeles,App GPA,3.847416667
VANDEN HIGH SCHOOL053533,VANDEN HIGH SCHOOL,Fairfield,Solano,Enrl GPA,
VANDEN HIGH SCHOOL053533,VANDEN HIGH SCHOOL,Fairfield,Solano,Adm GPA,
VANDEN HIGH SCHOOL053533,VANDEN HIGH SCHOOL,Fairfield,Solano,App GPA,3.79
VAUGHN NEXT CENTURY LEARN CTR054015,VAUGHN NEXT CENTURY LEARN CTR,San Fernando,Los Angeles,Enrl GPA,
VAUGHN NEXT CENTURY LEARN CTR054015,VAUGHN NEXT CENTURY LEARN CTR,San Fernando,Los Angeles,Adm GPA,4.22
VAUGHN NEXT CENTURY LEARN CTR054015,VAUGHN NEXT CENTURY LEARN CTR,San Fernando,Los Angeles,App GPA,3.8525
VENICE HIGH SCHOOL051828,VENICE HIGH SCHOOL,Los Angeles,Los Angeles,Enrl GPA,4.261111111
VENICE HIGH SCHOOL051828,VENICE HIGH SCHOOL,Los Angeles,Los Angeles,Adm GPA,4.272105263
VENICE HIGH SCHOOL051828,VENICE HIGH SCHOOL,Los Angeles,Los Angeles,App GPA,3.985405405
VENTURA HIGH SCHOOL053655,VENTURA HIGH SCHOOL,Ventura,Ventura,Enrl GPA,
VENTURA HIGH SCHOOL053655,VENTURA HIGH SCHOOL,Ventura,Ventura,Adm GPA,4.241111111
VENTURA HIGH SCHOOL053655,VENTURA HIGH SCHOOL,Ventura,Ventura,App GPA,4.155862069
VERDUGO HILLS HIGH SCHOOL053545,VERDUGO HILLS HIGH SCHOOL,Tujunga,Los Angeles,Enrl GPA,4.16
VERDUGO HILLS HIGH SCHOOL053545,VERDUGO HILLS HIGH SCHOOL,Tujunga,Los Angeles,Adm GPA,4.213076923
VERDUGO HILLS HIGH SCHOOL053545,VERDUGO HILLS HIGH SCHOOL,Tujunga,Los Angeles,App GPA,4.009166667
VICTOR VALLEY HIGH SCHOOL053660,VICTOR VALLEY HIGH SCHOOL,Victorville,San Bernardino,Enrl GPA,
VICTOR VALLEY HIGH SCHOOL053660,VICTOR VALLEY HIGH SCHOOL,Victorville,San Bernardino,Adm GPA,4.306
VICTOR VALLEY HIGH SCHOOL053660,VICTOR VALLEY HIGH SCHOOL,Victorville,San Bernardino,App GPA,3.805172414
VIEW PARK PREP ACCEL CHARTER HS053904,VIEW PARK PREP ACCEL CHARTER HS,Los Angeles,Los Angeles,Enrl GPA,
VIEW PARK PREP ACCEL CHARTER HS053904,VIEW PARK PREP ACCEL CHARTER HS,Los Angeles,Los Angeles,Adm GPA,
VIEW PARK PREP ACCEL CHARTER HS053904,VIEW PARK PREP ACCEL CHARTER HS,Los Angeles,Los Angeles,App GPA,3.51
VILLA PARK HIGH SCHOOL052279,VILLA PARK HIGH SCHOOL,Villa Park,Orange,Enrl GPA,
VILLA PARK HIGH SCHOOL052279,VILLA PARK HIGH SCHOOL,Villa Park,Orange,Adm GPA,
VILLA PARK HIGH SCHOOL052279,VILLA PARK HIGH SCHOOL,Villa Park,Orange,App GPA,4.001428571
VILLAGE ACADEMY HIGH SCHOOL052537,VILLAGE ACADEMY HIGH SCHOOL,Pomona,Los Angeles,Enrl GPA,
VILLAGE ACADEMY HIGH SCHOOL052537,VILLAGE ACADEMY HIGH SCHOOL,Pomona,Los Angeles,Adm GPA,
VILLAGE ACADEMY HIGH SCHOOL052537,VILLAGE ACADEMY HIGH SCHOOL,Pomona,Los Angeles,App GPA,3.793636364
VINTAGE HIGH SCHOOL052088,VINTAGE HIGH SCHOOL,Napa,Napa,Enrl GPA,
VINTAGE HIGH SCHOOL052088,VINTAGE HIGH SCHOOL,Napa,Napa,Adm GPA,4.287142857
VINTAGE HIGH SCHOOL052088,VINTAGE HIGH SCHOOL,Napa,Napa,App GPA,4.064
VISIONS IN EDUCATION050591,VISIONS IN EDUCATION,Carmichael,Sacramento,Enrl GPA,
VISIONS IN EDUCATION050591,VISIONS IN EDUCATION,Carmichael,Sacramento,Adm GPA,
VISIONS IN EDUCATION050591,VISIONS IN EDUCATION,Carmichael,Sacramento,App GPA,3.962941176
VISTA ALTERNATIVE050952,VISTA ALTERNATIVE,Fremont,Alameda,Enrl GPA,
VISTA ALTERNATIVE050952,VISTA ALTERNATIVE,Fremont,Alameda,Adm GPA,
VISTA ALTERNATIVE050952,VISTA ALTERNATIVE,Fremont,Alameda,App GPA,3.712
VISTA DEL LAGO HIGH SCHOOL052216,VISTA DEL LAGO HIGH SCHOOL,Moreno Valley,Riverside,Enrl GPA,
VISTA DEL LAGO HIGH SCHOOL052216,VISTA DEL LAGO HIGH SCHOOL,Moreno Valley,Riverside,Adm GPA,
VISTA DEL LAGO HIGH SCHOOL052216,VISTA DEL LAGO HIGH SCHOOL,Moreno Valley,Riverside,App GPA,3.879545455
VISTA DEL LAGO HIGH SCHOOL054166,VISTA DEL LAGO HIGH SCHOOL,Folsom,Sacramento,Enrl GPA,4.174
VISTA DEL LAGO HIGH SCHOOL054166,VISTA DEL LAGO HIGH SCHOOL,Folsom,Sacramento,Adm GPA,4.202352941
VISTA DEL LAGO HIGH SCHOOL054166,VISTA DEL LAGO HIGH SCHOOL,Folsom,Sacramento,App GPA,4.039417476
VISTA HIGH SCHOOL053675,VISTA HIGH SCHOOL,Vista,San Diego,Enrl GPA,
VISTA HIGH SCHOOL053675,VISTA HIGH SCHOOL,Vista,San Diego,Adm GPA,4.184285714
VISTA HIGH SCHOOL053675,VISTA HIGH SCHOOL,Vista,San Diego,App GPA,3.954642857
VISTA MURRIETA HIGH SCHOOL053004,VISTA MURRIETA HIGH SCHOOL,Murrieta,Riverside,Enrl GPA,4.063333333
VISTA MURRIETA HIGH SCHOOL053004,VISTA MURRIETA HIGH SCHOOL,Murrieta,Riverside,Adm GPA,4.103333333
