Calculation1,City,County/State/ Territory,Count,gender,School,Pivot Field Values
SAN JOAQUIN HIGH SCHOOL51273,Irvine,Orange,App,All,SAN JOAQUIN HIGH SCHOOL,14
SAN JOSE HIGH SCHOOL53098,San Jose,Santa Clara,Enr,Unknown,SAN JOSE HIGH SCHOOL,
SAN JOSE HIGH SCHOOL53098,San Jose,Santa Clara,Adm,Unknown,SAN JOSE HIGH SCHOOL,
SAN JOSE HIGH SCHOOL53098,San Jose,Santa Clara,App,Unknown,SAN JOSE HIGH SCHOOL,
SAN JOSE HIGH SCHOOL53098,San Jose,Santa Clara,Enr,Other,SAN JOSE HIGH SCHOOL,
SAN JOSE HIGH SCHOOL53098,San Jose,Santa Clara,Adm,Other,SAN JOSE HIGH SCHOOL,
SAN JOSE HIGH SCHOOL53098,San Jose,Santa Clara,App,Other,SAN JOSE HIGH SCHOOL,
SAN JOSE HIGH SCHOOL53098,San Jose,Santa Clara,Enr,Male,SAN JOSE HIGH SCHOOL,
SAN JOSE HIGH SCHOOL53098,San Jose,Santa Clara,Adm,Male,SAN JOSE HIGH SCHOOL,
SAN JOSE HIGH SCHOOL53098,San Jose,Santa Clara,App,Male,SAN JOSE HIGH SCHOOL,14
SAN JOSE HIGH SCHOOL53098,San Jose,Santa Clara,Enr,Female,SAN JOSE HIGH SCHOOL,4
SAN JOSE HIGH SCHOOL53098,San Jose,Santa Clara,Adm,Female,SAN JOSE HIGH SCHOOL,5
SAN JOSE HIGH SCHOOL53098,San Jose,Santa Clara,App,Female,SAN JOSE HIGH SCHOOL,15
SAN JOSE HIGH SCHOOL53098,San Jose,Santa Clara,Enr,All,SAN JOSE HIGH SCHOOL,6
SAN JOSE HIGH SCHOOL53098,San Jose,Santa Clara,Adm,All,SAN JOSE HIGH SCHOOL,7
SAN JOSE HIGH SCHOOL53098,San Jose,Santa Clara,App,All,SAN JOSE HIGH SCHOOL,30
SAN JUAN HIGH SCHOOL50582,Citrus Heights,Sacramento,Enr,Unknown,SAN JUAN HIGH SCHOOL,
SAN JUAN HIGH SCHOOL50582,Citrus Heights,Sacramento,Adm,Unknown,SAN JUAN HIGH SCHOOL,
SAN JUAN HIGH SCHOOL50582,Citrus Heights,Sacramento,App,Unknown,SAN JUAN HIGH SCHOOL,
SAN JUAN HIGH SCHOOL50582,Citrus Heights,Sacramento,Enr,Other,SAN JUAN HIGH SCHOOL,
SAN JUAN HIGH SCHOOL50582,Citrus Heights,Sacramento,Adm,Other,SAN JUAN HIGH SCHOOL,
SAN JUAN HIGH SCHOOL50582,Citrus Heights,Sacramento,App,Other,SAN JUAN HIGH SCHOOL,
SAN JUAN HIGH SCHOOL50582,Citrus Heights,Sacramento,Enr,Male,SAN JUAN HIGH SCHOOL,
SAN JUAN HIGH SCHOOL50582,Citrus Heights,Sacramento,Adm,Male,SAN JUAN HIGH SCHOOL,
SAN JUAN HIGH SCHOOL50582,Citrus Heights,Sacramento,App,Male,SAN JUAN HIGH SCHOOL,10
SAN JUAN HIGH SCHOOL50582,Citrus Heights,Sacramento,Enr,Female,SAN JUAN HIGH SCHOOL,
SAN JUAN HIGH SCHOOL50582,Citrus Heights,Sacramento,Adm,Female,SAN JUAN HIGH SCHOOL,
SAN JUAN HIGH SCHOOL50582,Citrus Heights,Sacramento,App,Female,SAN JUAN HIGH SCHOOL,6
SAN JUAN HIGH SCHOOL50582,Citrus Heights,Sacramento,Enr,All,SAN JUAN HIGH SCHOOL,
SAN JUAN HIGH SCHOOL50582,Citrus Heights,Sacramento,Adm,All,SAN JUAN HIGH SCHOOL,
SAN JUAN HIGH SCHOOL50582,Citrus Heights,Sacramento,App,All,SAN JUAN HIGH SCHOOL,17
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,Orange,Enr,Unknown,SAN JUAN HILLS HIGH SCHOOL,
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,Orange,Adm,Unknown,SAN JUAN HILLS HIGH SCHOOL,
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,Orange,App,Unknown,SAN JUAN HILLS HIGH SCHOOL,
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,Orange,Enr,Other,SAN JUAN HILLS HIGH SCHOOL,
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,Orange,Adm,Other,SAN JUAN HILLS HIGH SCHOOL,
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,Orange,App,Other,SAN JUAN HILLS HIGH SCHOOL,
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,Orange,Enr,Male,SAN JUAN HILLS HIGH SCHOOL,
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,Orange,Adm,Male,SAN JUAN HILLS HIGH SCHOOL,5
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,Orange,App,Male,SAN JUAN HILLS HIGH SCHOOL,44
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,Orange,Enr,Female,SAN JUAN HILLS HIGH SCHOOL,6
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,Orange,Adm,Female,SAN JUAN HILLS HIGH SCHOOL,8
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,Orange,App,Female,SAN JUAN HILLS HIGH SCHOOL,51
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,Orange,Enr,All,SAN JUAN HILLS HIGH SCHOOL,7
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,Orange,Adm,All,SAN JUAN HILLS HIGH SCHOOL,14
SAN JUAN HILLS HIGH SCHOOL54181,San Juan Capistrano,Orange,App,All,SAN JUAN HILLS HIGH SCHOOL,100
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,Enr,Unknown,SAN LEANDRO HIGH SCHOOL,
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,Adm,Unknown,SAN LEANDRO HIGH SCHOOL,
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,App,Unknown,SAN LEANDRO HIGH SCHOOL,
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,Enr,Other,SAN LEANDRO HIGH SCHOOL,
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,Adm,Other,SAN LEANDRO HIGH SCHOOL,
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,App,Other,SAN LEANDRO HIGH SCHOOL,
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,Enr,Male,SAN LEANDRO HIGH SCHOOL,
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,Adm,Male,SAN LEANDRO HIGH SCHOOL,
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,App,Male,SAN LEANDRO HIGH SCHOOL,41
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,Enr,Female,SAN LEANDRO HIGH SCHOOL,
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,Adm,Female,SAN LEANDRO HIGH SCHOOL,3
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,App,Female,SAN LEANDRO HIGH SCHOOL,43
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,Enr,All,SAN LEANDRO HIGH SCHOOL,4
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,Adm,All,SAN LEANDRO HIGH SCHOOL,5
SAN LEANDRO HIGH SCHOOL53120,San Leandro,Alameda,App,All,SAN LEANDRO HIGH SCHOOL,88
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Alameda,Enr,Unknown,SAN LORENZO HIGH SCHOOL,
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Alameda,Adm,Unknown,SAN LORENZO HIGH SCHOOL,
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Alameda,App,Unknown,SAN LORENZO HIGH SCHOOL,
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Alameda,Enr,Other,SAN LORENZO HIGH SCHOOL,
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Alameda,Adm,Other,SAN LORENZO HIGH SCHOOL,
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Alameda,App,Other,SAN LORENZO HIGH SCHOOL,
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Alameda,Enr,Male,SAN LORENZO HIGH SCHOOL,
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Alameda,Adm,Male,SAN LORENZO HIGH SCHOOL,
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Alameda,App,Male,SAN LORENZO HIGH SCHOOL,13
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Alameda,Enr,Female,SAN LORENZO HIGH SCHOOL,5
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Alameda,Adm,Female,SAN LORENZO HIGH SCHOOL,6
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Alameda,App,Female,SAN LORENZO HIGH SCHOOL,26
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Alameda,Enr,All,SAN LORENZO HIGH SCHOOL,5
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Alameda,Adm,All,SAN LORENZO HIGH SCHOOL,6
SAN LORENZO HIGH SCHOOL53130,San Lorenzo,Alameda,App,All,SAN LORENZO HIGH SCHOOL,40
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Santa Cruz,Enr,Unknown,SAN LORENZO VALLEY HIGH SCHOOL,
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Santa Cruz,Adm,Unknown,SAN LORENZO VALLEY HIGH SCHOOL,
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Santa Cruz,App,Unknown,SAN LORENZO VALLEY HIGH SCHOOL,
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Santa Cruz,Enr,Other,SAN LORENZO VALLEY HIGH SCHOOL,
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Santa Cruz,Adm,Other,SAN LORENZO VALLEY HIGH SCHOOL,
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Santa Cruz,App,Other,SAN LORENZO VALLEY HIGH SCHOOL,
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Santa Cruz,Enr,Male,SAN LORENZO VALLEY HIGH SCHOOL,
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Santa Cruz,Adm,Male,SAN LORENZO VALLEY HIGH SCHOOL,
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Santa Cruz,App,Male,SAN LORENZO VALLEY HIGH SCHOOL,6
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Santa Cruz,Enr,Female,SAN LORENZO VALLEY HIGH SCHOOL,
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Santa Cruz,Adm,Female,SAN LORENZO VALLEY HIGH SCHOOL,
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Santa Cruz,App,Female,SAN LORENZO VALLEY HIGH SCHOOL,9
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Santa Cruz,Enr,All,SAN LORENZO VALLEY HIGH SCHOOL,
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Santa Cruz,Adm,All,SAN LORENZO VALLEY HIGH SCHOOL,
SAN LORENZO VALLEY HIGH SCHOOL50927,Felton,Santa Cruz,App,All,SAN LORENZO VALLEY HIGH SCHOOL,16
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,San Luis Obispo,Enr,Unknown,SAN LUIS OBISPO HIGH SCHOOL,
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,San Luis Obispo,Adm,Unknown,SAN LUIS OBISPO HIGH SCHOOL,
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,San Luis Obispo,App,Unknown,SAN LUIS OBISPO HIGH SCHOOL,
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,San Luis Obispo,Enr,Other,SAN LUIS OBISPO HIGH SCHOOL,
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,San Luis Obispo,Adm,Other,SAN LUIS OBISPO HIGH SCHOOL,
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,San Luis Obispo,App,Other,SAN LUIS OBISPO HIGH SCHOOL,
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,San Luis Obispo,Enr,Male,SAN LUIS OBISPO HIGH SCHOOL,
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,San Luis Obispo,Adm,Male,SAN LUIS OBISPO HIGH SCHOOL,3
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,San Luis Obispo,App,Male,SAN LUIS OBISPO HIGH SCHOOL,41
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,San Luis Obispo,Enr,Female,SAN LUIS OBISPO HIGH SCHOOL,4
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,San Luis Obispo,Adm,Female,SAN LUIS OBISPO HIGH SCHOOL,6
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,San Luis Obispo,App,Female,SAN LUIS OBISPO HIGH SCHOOL,46
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,San Luis Obispo,Enr,All,SAN LUIS OBISPO HIGH SCHOOL,4
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,San Luis Obispo,Adm,All,SAN LUIS OBISPO HIGH SCHOOL,10
SAN LUIS OBISPO HIGH SCHOOL53145,San Luis Obispo,San Luis Obispo,App,All,SAN LUIS OBISPO HIGH SCHOOL,90
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,Enr,Unknown,SAN MARCOS HIGH SCHOOL,
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,Adm,Unknown,SAN MARCOS HIGH SCHOOL,
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,App,Unknown,SAN MARCOS HIGH SCHOOL,7
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,Enr,Other,SAN MARCOS HIGH SCHOOL,
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,Adm,Other,SAN MARCOS HIGH SCHOOL,
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,App,Other,SAN MARCOS HIGH SCHOOL,6
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,Enr,Male,SAN MARCOS HIGH SCHOOL,3
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,Adm,Male,SAN MARCOS HIGH SCHOOL,12
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,App,Male,SAN MARCOS HIGH SCHOOL,62
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,Enr,Female,SAN MARCOS HIGH SCHOOL,7
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,Adm,Female,SAN MARCOS HIGH SCHOOL,14
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,App,Female,SAN MARCOS HIGH SCHOOL,86
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,Enr,All,SAN MARCOS HIGH SCHOOL,10
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,Adm,All,SAN MARCOS HIGH SCHOOL,26
SAN MARCOS HIGH SCHOOL50883,San Marcos,San Diego,App,All,SAN MARCOS HIGH SCHOOL,161
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,Enr,Unknown,SAN MARCOS HIGH SCHOOL,
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,Adm,Unknown,SAN MARCOS HIGH SCHOOL,
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,App,Unknown,SAN MARCOS HIGH SCHOOL,
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,Enr,Other,SAN MARCOS HIGH SCHOOL,
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,Adm,Other,SAN MARCOS HIGH SCHOOL,
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,App,Other,SAN MARCOS HIGH SCHOOL,
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,Enr,Male,SAN MARCOS HIGH SCHOOL,3
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,Adm,Male,SAN MARCOS HIGH SCHOOL,4
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,App,Male,SAN MARCOS HIGH SCHOOL,46
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,Enr,Female,SAN MARCOS HIGH SCHOOL,5
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,Adm,Female,SAN MARCOS HIGH SCHOOL,17
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,App,Female,SAN MARCOS HIGH SCHOOL,78
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,Enr,All,SAN MARCOS HIGH SCHOOL,8
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,Adm,All,SAN MARCOS HIGH SCHOOL,21
SAN MARCOS HIGH SCHOOL53272,Santa Barbara,Santa Barbara,App,All,SAN MARCOS HIGH SCHOOL,128
SAN MARIN HIGH SCHOOL52172,Novato,Marin,Enr,Unknown,SAN MARIN HIGH SCHOOL,
SAN MARIN HIGH SCHOOL52172,Novato,Marin,Adm,Unknown,SAN MARIN HIGH SCHOOL,
SAN MARIN HIGH SCHOOL52172,Novato,Marin,App,Unknown,SAN MARIN HIGH SCHOOL,
SAN MARIN HIGH SCHOOL52172,Novato,Marin,Enr,Other,SAN MARIN HIGH SCHOOL,
SAN MARIN HIGH SCHOOL52172,Novato,Marin,Adm,Other,SAN MARIN HIGH SCHOOL,
SAN MARIN HIGH SCHOOL52172,Novato,Marin,App,Other,SAN MARIN HIGH SCHOOL,
SAN MARIN HIGH SCHOOL52172,Novato,Marin,Enr,Male,SAN MARIN HIGH SCHOOL,
SAN MARIN HIGH SCHOOL52172,Novato,Marin,Adm,Male,SAN MARIN HIGH SCHOOL,
SAN MARIN HIGH SCHOOL52172,Novato,Marin,App,Male,SAN MARIN HIGH SCHOOL,35
SAN MARIN HIGH SCHOOL52172,Novato,Marin,Enr,Female,SAN MARIN HIGH SCHOOL,
SAN MARIN HIGH SCHOOL52172,Novato,Marin,Adm,Female,SAN MARIN HIGH SCHOOL,5
SAN MARIN HIGH SCHOOL52172,Novato,Marin,App,Female,SAN MARIN HIGH SCHOOL,25
SAN MARIN HIGH SCHOOL52172,Novato,Marin,Enr,All,SAN MARIN HIGH SCHOOL,
SAN MARIN HIGH SCHOOL52172,Novato,Marin,Adm,All,SAN MARIN HIGH SCHOOL,7
SAN MARIN HIGH SCHOOL52172,Novato,Marin,App,All,SAN MARIN HIGH SCHOOL,62
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,Enr,Unknown,SAN MARINO HIGH SCHOOL,
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,Adm,Unknown,SAN MARINO HIGH SCHOOL,
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,App,Unknown,SAN MARINO HIGH SCHOOL,
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,Enr,Other,SAN MARINO HIGH SCHOOL,
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,Adm,Other,SAN MARINO HIGH SCHOOL,
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,App,Other,SAN MARINO HIGH SCHOOL,
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,Enr,Male,SAN MARINO HIGH SCHOOL,8
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,Adm,Male,SAN MARINO HIGH SCHOOL,10
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,App,Male,SAN MARINO HIGH SCHOOL,40
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,Enr,Female,SAN MARINO HIGH SCHOOL,
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,Adm,Female,SAN MARINO HIGH SCHOOL,5
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,App,Female,SAN MARINO HIGH SCHOOL,40
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,Enr,All,SAN MARINO HIGH SCHOOL,11
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,Adm,All,SAN MARINO HIGH SCHOOL,16
SAN MARINO HIGH SCHOOL53158,San Marino,Los Angeles,App,All,SAN MARINO HIGH SCHOOL,85
SAN MATEO HIGH SCHOOL53175,San Mateo,San Mateo,Enr,Unknown,SAN MATEO HIGH SCHOOL,
SAN MATEO HIGH SCHOOL53175,San Mateo,San Mateo,Adm,Unknown,SAN MATEO HIGH SCHOOL,
SAN MATEO HIGH SCHOOL53175,San Mateo,San Mateo,App,Unknown,SAN MATEO HIGH SCHOOL,
SAN MATEO HIGH SCHOOL53175,San Mateo,San Mateo,Enr,Other,SAN MATEO HIGH SCHOOL,
SAN MATEO HIGH SCHOOL53175,San Mateo,San Mateo,Adm,Other,SAN MATEO HIGH SCHOOL,
SAN MATEO HIGH SCHOOL53175,San Mateo,San Mateo,App,Other,SAN MATEO HIGH SCHOOL,
SAN MATEO HIGH SCHOOL53175,San Mateo,San Mateo,Enr,Male,SAN MATEO HIGH SCHOOL,3
SAN MATEO HIGH SCHOOL53175,San Mateo,San Mateo,Adm,Male,SAN MATEO HIGH SCHOOL,7
SAN MATEO HIGH SCHOOL53175,San Mateo,San Mateo,App,Male,SAN MATEO HIGH SCHOOL,59
SAN MATEO HIGH SCHOOL53175,San Mateo,San Mateo,Enr,Female,SAN MATEO HIGH SCHOOL,11
SAN MATEO HIGH SCHOOL53175,San Mateo,San Mateo,Adm,Female,SAN MATEO HIGH SCHOOL,13
SAN MATEO HIGH SCHOOL53175,San Mateo,San Mateo,App,Female,SAN MATEO HIGH SCHOOL,63
SAN MATEO HIGH SCHOOL53175,San Mateo,San Mateo,Enr,All,SAN MATEO HIGH SCHOOL,15
SAN MATEO HIGH SCHOOL53175,San Mateo,San Mateo,Adm,All,SAN MATEO HIGH SCHOOL,21
SAN MATEO HIGH SCHOOL53175,San Mateo,San Mateo,App,All,SAN MATEO HIGH SCHOOL,129
SAN PASQUAL ACADEMY50832,Escondido,San Diego,Enr,Unknown,SAN PASQUAL ACADEMY,
SAN PASQUAL ACADEMY50832,Escondido,San Diego,Adm,Unknown,SAN PASQUAL ACADEMY,
SAN PASQUAL ACADEMY50832,Escondido,San Diego,App,Unknown,SAN PASQUAL ACADEMY,
SAN PASQUAL ACADEMY50832,Escondido,San Diego,Enr,Other,SAN PASQUAL ACADEMY,
SAN PASQUAL ACADEMY50832,Escondido,San Diego,Adm,Other,SAN PASQUAL ACADEMY,
SAN PASQUAL ACADEMY50832,Escondido,San Diego,App,Other,SAN PASQUAL ACADEMY,
SAN PASQUAL ACADEMY50832,Escondido,San Diego,Enr,Female,SAN PASQUAL ACADEMY,
SAN PASQUAL ACADEMY50832,Escondido,San Diego,Adm,Female,SAN PASQUAL ACADEMY,
SAN PASQUAL ACADEMY50832,Escondido,San Diego,App,Female,SAN PASQUAL ACADEMY,
SAN PASQUAL ACADEMY50832,Escondido,San Diego,Enr,All,SAN PASQUAL ACADEMY,
SAN PASQUAL ACADEMY50832,Escondido,San Diego,Adm,All,SAN PASQUAL ACADEMY,
SAN PASQUAL ACADEMY50832,Escondido,San Diego,App,All,SAN PASQUAL ACADEMY,
SAN PASQUAL HIGH SCHOOL50884,Escondido,San Diego,Enr,Unknown,SAN PASQUAL HIGH SCHOOL,
SAN PASQUAL HIGH SCHOOL50884,Escondido,San Diego,Adm,Unknown,SAN PASQUAL HIGH SCHOOL,
SAN PASQUAL HIGH SCHOOL50884,Escondido,San Diego,App,Unknown,SAN PASQUAL HIGH SCHOOL,
SAN PASQUAL HIGH SCHOOL50884,Escondido,San Diego,Enr,Other,SAN PASQUAL HIGH SCHOOL,
SAN PASQUAL HIGH SCHOOL50884,Escondido,San Diego,Adm,Other,SAN PASQUAL HIGH SCHOOL,
SAN PASQUAL HIGH SCHOOL50884,Escondido,San Diego,App,Other,SAN PASQUAL HIGH SCHOOL,
SAN PASQUAL HIGH SCHOOL50884,Escondido,San Diego,Enr,Male,SAN PASQUAL HIGH SCHOOL,
SAN PASQUAL HIGH SCHOOL50884,Escondido,San Diego,Adm,Male,SAN PASQUAL HIGH SCHOOL,3
SAN PASQUAL HIGH SCHOOL50884,Escondido,San Diego,App,Male,SAN PASQUAL HIGH SCHOOL,14
SAN PASQUAL HIGH SCHOOL50884,Escondido,San Diego,Enr,Female,SAN PASQUAL HIGH SCHOOL,
SAN PASQUAL HIGH SCHOOL50884,Escondido,San Diego,Adm,Female,SAN PASQUAL HIGH SCHOOL,3
SAN PASQUAL HIGH SCHOOL50884,Escondido,San Diego,App,Female,SAN PASQUAL HIGH SCHOOL,24
SAN PASQUAL HIGH SCHOOL50884,Escondido,San Diego,Enr,All,SAN PASQUAL HIGH SCHOOL,
SAN PASQUAL HIGH SCHOOL50884,Escondido,San Diego,Adm,All,SAN PASQUAL HIGH SCHOOL,6
SAN PASQUAL HIGH SCHOOL50884,Escondido,San Diego,App,All,SAN PASQUAL HIGH SCHOOL,39
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,Enr,Unknown,SAN PEDRO HIGH SCHOOL,
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,Adm,Unknown,SAN PEDRO HIGH SCHOOL,
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,App,Unknown,SAN PEDRO HIGH SCHOOL,
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,Enr,Other,SAN PEDRO HIGH SCHOOL,
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,Adm,Other,SAN PEDRO HIGH SCHOOL,
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,App,Other,SAN PEDRO HIGH SCHOOL,
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,Enr,Male,SAN PEDRO HIGH SCHOOL,3
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,Adm,Male,SAN PEDRO HIGH SCHOOL,3
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,App,Male,SAN PEDRO HIGH SCHOOL,25
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,Enr,Female,SAN PEDRO HIGH SCHOOL,4
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,Adm,Female,SAN PEDRO HIGH SCHOOL,6
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,App,Female,SAN PEDRO HIGH SCHOOL,41
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,Enr,All,SAN PEDRO HIGH SCHOOL,7
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,Adm,All,SAN PEDRO HIGH SCHOOL,9
SAN PEDRO HIGH SCHOOL53195,San Pedro,Los Angeles,App,All,SAN PEDRO HIGH SCHOOL,68
SAN RAFAEL HIGH SCHOOL53222,San Rafael,Marin,Enr,Unknown,SAN RAFAEL HIGH SCHOOL,
SAN RAFAEL HIGH SCHOOL53222,San Rafael,Marin,Adm,Unknown,SAN RAFAEL HIGH SCHOOL,
SAN RAFAEL HIGH SCHOOL53222,San Rafael,Marin,App,Unknown,SAN RAFAEL HIGH SCHOOL,
SAN RAFAEL HIGH SCHOOL53222,San Rafael,Marin,Enr,Other,SAN RAFAEL HIGH SCHOOL,
